store_id,store_name,store_address,telephone_number,fax_number,email,url,customer_delivery_time,store_location,created_at
AR00185,นายชัยวัฒน์ เจิมปรุ (พ่อสง่า) (1),85 หมู่ที่6 ตำบลหนองแสง อำเภอหนองแสง จังหวัดอุดรธานี 41340,821042368,ไม่เกิน 20.00น.,,https://goo.gl/maps/mhnAJSQSt9YewdWA6,,"17.146961, 102.850097",7/30/2024 21:13:09
AR00186,นางสาวประภัสสร หล้าชน (ศรีปะโคการเกษตร) (1),282 ม.4 บ.ทับไฮ ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี,833354692,รับสินค้า15.30-16.00น.,,https://goo.gl/maps/DnRzo6Kjwq4ZmZPu9,,"17.110051, 102.778000",7/30/2024 21:13:09
AR00187,พี่โก้,,,,,,,,7/30/2024 21:13:09
AR00189,พี่จอย,,,,,,,,7/30/2024 21:13:09
AR00190,พี่ดาวโนนสะอาด,,,,,,,,7/30/2024 21:13:09
AR00191,น้องไอซ์ (1),,819645660,ไม่เกิน18.00น.,,https://maps.app.goo.gl/nQBfpgU6XBuyJwTJA,,"17.070843, 102.855173",7/30/2024 21:13:09
AR00194,บ้านพี่จอส,,,,,,,,7/30/2024 21:13:09
AR00195,พี่หนุ่ย,,,,,,,,7/30/2024 21:13:09
AR00196,ร้านสุกานดา (1),,042110590/0831450618,ไม่เกิน 19.00น.,,https://goo.gl/maps/h6PoCQLGetbDN8zo8,,"17.044435, 102.930979",7/30/2024 21:13:09
AR00197,ครัวนาเทิง,,930142555,,,https://goo.gl/maps/7T927Xo3KMeiaMjq6,,"17.126894, 102.963576",7/30/2024 21:13:09
AR00199,อ่อนอุบลการค้า (พี่แจ็คกุมภวาปี) (1),,0805511905/0808087461,ไม่เกิน 17.00น.,,https://goo.gl/maps/pmz6krkMV9WaSnQ66,,"17.103731, 103.010903",7/30/2024 21:13:09
AR00200,ร้าน โฟร์เอ็กซ์ โคกผักหวาน,เลขที่ 194/7 บ.โนนรังสี ต.ห้วยเกิ้ง อ.กุมภวาปี จ.อุดรธานี 41110,883039729,,,https://goo.gl/maps/Ms79guiQ1o3brNzP6,,"17.056770, 102.920616",7/30/2024 21:13:09
AR00201,เจ้สุวรรณา ห้วยเกิ้ง (1),,981501868,ไม่เกิน 18.00น.,,https://goo.gl/maps/3PoaYY5Rgph7zNT57,,"17.041925, 102.928989",7/30/2024 21:13:09
AR00202,เจ้กิมเฮียง (1),,913338395,ไม่เกิน 19.00น.,,https://maps.app.goo.gl/e9yfngmbJGZwWHuW6,,"17.042064, 102.929043",7/30/2024 21:13:09
AR00203,นิตยา สาย2 (1),,0932528760,ไม่เกิน 19.00น.,,https://maps.app.goo.gl/nidQkirGC4nw6yCaA,,"17.050438, 102.925268",7/30/2024 21:13:09
AR00205,สมคิด ศรีสมพาน (พี่ษา) (1),304 ม.3 อ.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี,653579240,ไม่เกิน 18.00น.,,https://goo.gl/maps/A9NViTTJUAeuzxJP8,,"17.103972, 103.010968",7/30/2024 21:13:09
AR00207,พี่สำลี (1),,0892737247/0622783219,ไม่เกิน 18.00น.,,https://maps.app.goo.gl/RBhaAX1863nxRpJM9,,"17.048427, 102.926713",7/30/2024 21:13:09
AR00208,MILY,,,,,,,,7/30/2024 21:13:09
AR00209,กิมเฮง,,,,,,,,7/30/2024 21:13:09
AR00210,โฟนแอนเฟรม (1),,940251826,ไม่เกิน 18.00น.,,https://goo.gl/maps/D3geGWn1bqTtRcuy7,,"17.057831, 102.923021",7/30/2024 21:13:09
AR00211,ร้านคมสัน โนนสะอาด [คมสันค้าส่ง],417 หมู่1 ต.ทมนางาม อ.โนนสะอาด จ.อุดรธานี,959327475,,,https://goo.gl/maps/W8pRBX8A8mg2zW3cA,,"16.890854, 102.929117",7/30/2024 21:13:09
AR00212,รุ่งนิรันด์,,,,,https://goo.gl/maps/UvaFK1CHPp5u7NaJ6,,"17.135467, 102.963003",7/30/2024 21:13:09
AR00214,ประชารัฐหมู่10 อุ่มจาน,,,,,,,,7/30/2024 21:13:09
AR00215,พี่บุญช่วย,863115761,,,,,,,7/30/2024 21:13:09
AR00216,น้องสมาท (1),,0896705226/ไลน์,,,,,,7/30/2024 21:13:09
AR00217,ป้าวาด (5),,897158953,ไม่เกิน 18.00น.,,https://maps.app.goo.gl/K9dfZh85Vj2Z523e6,,"17.200846, 102.941055",7/30/2024 21:13:09
AR00218,ศาลเจ้าปู่ ย่า,,,,,,,,7/30/2024 21:13:09
AR00219,พี่วุฒิ โคกผักหวาน,,,,,,,,7/30/2024 21:13:09
AR00220,พี่ลักกี้ สาย2 (1),,918646895,ไม่เกิน 18.00น.,,,,,7/30/2024 21:13:09
AR00222,พ่อทูล บ้านกงพาน,,,,,,,,7/30/2024 21:13:09
AR00223,แม่น้ำเที่ยง,,,,,,,,7/30/2024 21:13:09
AR00224,เฮียจอน[ห้ามเติมจัด],,0821116388,,,https://maps.app.goo.gl/wSUA59kD5P6K38ys6,,"17.072456, 102.851390",7/30/2024 21:13:09
AR00226,พี่มิว,,,,,,,,7/30/2024 21:13:09
AR00227,น้องเบียร์ (3),50 หมู่ที่ 10 บ้านเสาเล้า ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี 41240,883118410,,,https://goo.gl/maps/q8cw3o2TW9MBwZrn7,,"16.950651, 102.847968",7/30/2024 21:13:09
AR00229,เพื่อนเกษตร,,,,,,,,7/30/2024 21:13:09
AR00230,ยายนาง ทางพาด,,,,,,,,7/30/2024 21:13:09
AR00231,เฮียโต้งอุดร,,,,,,,,7/30/2024 21:13:09
AR00232,ชัยพิมพ์ (1),,0810579377/ไลน์,ไม่เกิน 19.00,,https://goo.gl/maps/JcXL8tNsEkPt1PBd9,,"17.059141, 102.787000",7/30/2024 21:13:09
AR00234,บ่อนไก่ดงเรือง,,,,,,,,7/30/2024 21:13:09
AR00235,ตาเรียง บ.ดอนแคน,เลขที่ 128 ม.12 บ้านดอนแคน,992602160,,,https://goo.gl/maps/KkC4KVWfDPYBarLK9,,"17.146847, 102.964875",7/30/2024 21:13:09
AR00236,พี่อี้ด ท่าคันโท (4),,805489617,ไม่เกิน 18.00น.,,https://goo.gl/maps/aoqCgeznsCfAhKq16,,"16.939630, 103.216043",7/30/2024 21:13:09
AR00237,ธงฟ้า ศรีสว่าง (2),,986319893,ไม่เกิน 17.00น.,,https://goo.gl/maps/Kvbj3NQiE2FA4CrU8,,"16.996172, 103.053000",7/30/2024 21:13:09
AR00238,ตาไหม,ห้วยกองสี 0817995491,,,,,,,7/30/2024 21:13:09
AR00239,เพ็ญสิริพาณิชย์ [ว่าที่ ร.ต.หญิงสิริวรรณ อุทัยคู] (3),81 ม.5 บ้านโนนสูง ต.จำปี อ.ศรีธาตุ จ.อุดรธานี 41230,899892026,ไม่เกิน19.00น.,,https://goo.gl/maps/C3PbBxu6pvBUMTtE7,,"16.986762, 103.170000",7/30/2024 21:13:09
AR00240,ยายแว,,810596197,,,,,,7/30/2024 21:13:09
AR00241,น.ส.กนกวรรณ พันธ์หอม (ร้านบิ๊กเต้) (2),2 หมู่ 6 ต.ตาดทอง อ.ศรีธาตุ จ.อุดรธานี 41230,902983536,ไม่เกิน 16.00น.,,https://goo.gl/maps/WEtYsswCbkkL5h6T7,,"17.030441, 103.069000",7/30/2024 21:13:09
AR00242,ทะเบียน 7209,,,,,,,,7/30/2024 21:13:09
AR00243,บุหรี่รถวิ่ง,SMS แดง5 เขียว5 วันเดอแดง3 เขียว2 กรองทิพย์2 LM ล แดง5 เขียว3,,,,,,,7/30/2024 21:13:09
AR00244,ช่อธิชาพาณิชย์,,,,,,,,7/30/2024 21:13:09
AR00245,สินเจริญพานิช,,,,,,,,7/30/2024 21:13:09
AR00246,ตาพิทักษ์,,,,,,,,7/30/2024 21:13:09
AR00249,เฮียดงเมือง,,,,,,,,7/30/2024 21:13:09
AR00250,ท่าลี่,,,,,,,,7/30/2024 21:13:09
AR00251,ลูกหนี้,,,,,,,,7/30/2024 21:13:09
AR00252,ยายน้อย โคกสว่าง,,953282281,,,,,,7/30/2024 21:13:09
AR00253,ประชารัฐคำหว้าทองหมู่9 (1),,949863642,ไม่เกิน 19.00น.,,https://goo.gl/maps/QsCZ9aEMMZgMNJm76,,"17.156200, 102.786925",7/30/2024 21:13:09
AR00254,หจก.พรมนารายณ์ขายถูก [สำนักงานใหญ่],หมูบ้านดงเมือง เลขที่ 199 ม.2 ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,896185155,,,,,,7/30/2024 21:13:09
AR00255,พี่ยุ้ย,,,,,,,,7/30/2024 21:13:09
AR00256,ลินดาพร,,,,,,,,7/30/2024 21:13:09
AR00257,ชุมชนบ้านดอนแคน,,,,,,,,7/30/2024 21:13:09
AR00258,ไคฮวดจั่น,,815455996,,,,,,7/30/2024 21:13:09
AR00259,ร้าน สุกัญญา บ.อุ่มจาน,86 ม.14 บ.อุ่มจาน ต.อุ่ทจาน อ.ประจักษ์ศิลาคม จ.อุดรธานี 41110,983528151,,,,,,7/30/2024 21:13:09
AR00260,ติงนอย ศรีธาตุ (3),,0851259706/0859848585,,,"(16.9766830, 103.2190740)",,"16.976516, 103.218961",7/30/2024 21:13:09
AR00261,ยุวดี (1),,933902651,,,https://goo.gl/maps/4KrobTv81YM4bKn6A,,"17.073851, 102.924021",7/30/2024 21:13:09
AR00262,ตาคร,,,,,,,,7/30/2024 21:13:09
AR00263,กู่แก้วซุปเปอร์สโตร์,,,,,,,,7/30/2024 21:13:09
AR00264,ชาโต้ ช้อป,,,,,,,,7/30/2024 21:13:09
AR00265,ลำดวน,,,,,,,,7/30/2024 21:13:09
AR00272,แม่รุ่ง,,635868026,,,,,,7/30/2024 21:13:09
AR00273,ยายธา บ้านนาดี,,,,,,,,7/30/2024 21:13:09
AR00274,น้องแก้ม บ้านแสงสว่าง,บ้านแสงสว่าง อ.หนองแสง,0614960855,,,https://goo.gl/maps/auTH9fPVbkgFc3Y67,,"17.123807, 102.823957",7/30/2024 21:13:09
AR00275,ชันโย,,,,,,,,7/30/2024 21:13:09
AR00276,ตาเตี้ย,,,,,,,,7/30/2024 21:13:09
AR00277,แม่บุญเพง,,,,,,,,7/30/2024 21:13:09
AR00278,ปริญญาต้นกล้วย,81 ม.1 บ.โนนรังษี ต.ห้วยเกิ้ง อ.กุมภวาปี,,,,,,,7/30/2024 21:13:09
AR00279,ร้าน ป.วสินธุ์การค้า (ว่าที่ ร.ต.ทวีสินธุ์ หอมสมบัติ) (3),4 หมู่3 ต.หัวนาคำ อ.ศรีธาตุ จ.อุดรธานี 41230,0954464244/0819995456,ไม่เกิน 20.00น.,,https://goo.gl/maps/H3V2ubEUMXatvQCb6,,"17.081507, 103.284000",7/30/2024 21:13:09
AR00280,หน้าร้าน(3),,,,,,,,7/30/2024 21:13:09
AR00281,น้องแพท,,,,,,,,7/30/2024 21:13:09
AR00282,แม่อ่อนสา,,917266188,,,,,,7/30/2024 21:13:09
AR00284,บังอร,,,,,,,,7/30/2024 21:13:09
AR00285,ร้านจูน,,,,,,,,7/30/2024 21:13:09
AR00286,พี่อ้อเฟรสยู,,,,,,,,7/30/2024 21:13:09
AR00288,สหการโรงงานน้ำตาลกุมภวาปี,,,,,,,,7/30/2024 21:13:09
AR00289,ตาแก้ว,,,,,,,,7/30/2024 21:13:09
AR00290,มาลัย การค้า,66 ม.6 บ.ผือ ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370 โทร.098-6622356,,,,https://maps.app.goo.gl/1dA7wjoSvW1vELZD7,,"17.131288, 102.915337",7/30/2024 21:13:09
AR00291,สหการอุ่มจาน หมู่8,,,,,,,,7/30/2024 21:13:09
AR00292,ร้านยอดพาณิชย์ (โรงเรียนโนนสะอาดเก่า) (1),,847937395,,,https://goo.gl/maps/6EB3GdvPw7deq7QA8,,"17.071200, 102.855903",7/30/2024 21:13:09
AR00293,อ.บ.ต. ขวัญรัก,062-9698214 อยู่ใกล้ร้านต้นคุณ,,,,,,,7/30/2024 21:13:09
AR00294,ตาใจ บ้านโนนจำปา,,,,,,,,7/30/2024 21:13:09
AR00295,นางบุญเสริม สารพันธ์ (ตุ๋ยการค้า)(1),145/1 ม.8 ต.ตูมใต้ อ.กุมภวาปี จ.อุดรธานี 41110,819753287,ไม่เกิน 19.00น.,,https://goo.gl/maps/ENwntu7YaEdGSBtY9,,"17.070120, 102.954989",7/30/2024 21:13:09
AR00296,ตะวันชา (1),,0800100584/0926988272,ไม่เกิน 17.30น.,,https://goo.gl/maps/tNU2MFjaVKMKydSt9,,"17.110031, 103.013955",7/30/2024 21:13:09
AR00297,สหกรณ์โนนทอง,,930646083,,,,,,7/30/2024 21:13:09
AR00298,ตาอ้วน (5),ติดโรงน้ำ เส้นเดียวกับอุไรลักษ์,822817587,,,https://goo.gl/maps/9YHv3aEHbEqQFbrcA,,"17.165546, 102.959914",7/30/2024 21:13:09
AR00299,ร้านทรวงสุดา,,,,,,,,7/30/2024 21:13:09
AR00300,จันทร์ญาพานิชย์,อ.สร้างคอม,,,,,,,7/30/2024 21:13:09
AR00301,เที่ยงโภชนา (1),,935488094,ไม่เกิน 18.00น.,,https://goo.gl/maps/GRpze93YUqGRJ1sZ9,,"17.049451, 102.925968",7/30/2024 21:13:09
AR00302,ขายหน้าร้านปีใหม่2562,,,,,,,,7/30/2024 21:13:09
AR00303,เอเชีย มินิมาท,,,,,,,,7/30/2024 21:13:09
AR00304,ทิพวรรณ,,,,,,,,7/30/2024 21:13:09
AR00305,ร้านรินทอง,,,,,,,,7/30/2024 21:13:09
AR00306,เพ็ญธิชา พานิชย์,,,,,,,,7/30/2024 21:13:09
AR00308,เจ้ด่วน ดวน ด่วน ด้วน ด๊วน ด๋วน,,935576964,,,https://maps.app.goo.gl/KjW5crZQGrZF3bSb6,,"17.070961, 102.856442",7/30/2024 21:13:09
AR00309,ประชารัฐ ศรีธาตุ,,,,,,,,7/30/2024 21:13:09
AR00310,น.ส.อนงค์ ภูนิโรจน์ (พี่จุ๋มจิ๋ม) (2),115 หมู่6 ต.ตาดทอง อ.ศรีธาตุ จ.อุดรธานี 41230,950509803,ไม่เกิน 20.00น,,https://goo.gl/maps/oUqhGJwapgxU6ZFX9,,"17.028224, 103.062573",7/30/2024 21:13:09
AR00311,สุภาพรพาณิชย์ (3),ห้วยเกิ้ง,0652795659/ไลน์,ไม่เกิน 18.00น.,,https://goo.gl/maps/j4ziUbDQsWUX1y3S8,,"17.057792, 102.919989",7/30/2024 21:13:09
AR00312,ป๋าคาราบาว (5),,0857433387/แอพ+ไลน์,ไม่เกิน 19.00น,,https://goo.gl/maps/njLggcXcNwVzHjga8,,"17.177651, 102.943989",7/30/2024 21:13:09
AR00314,แม่ทอง บ้านหมากบ้า (5),,994645968,,,https://goo.gl/maps/pg2D4DcoC4S9TVCj6,,"17.201141, 102.972021",7/30/2024 21:13:09
AR00315,สหกร ม.8 อุ่มจาน,,,,,,,,7/30/2024 21:13:09
AR00316,TH-715 ค่าใช้จ่ายพระคุณกุดยาง,,,,,,,,7/30/2024 21:13:09
AR00317,เกษตรนิยม 2018 (5),ประจักษ์,0890018632/ไลน์,ไม่เกิน 17.00น,,https://goo.gl/maps/CXs8Qn4uvmqj9X12A,,"17.262061, 103.007957",7/30/2024 21:13:09
AR00319,ธนาคารออมสิน สาขากุมภวาปี,93 หมู่9 ต. กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
AR00320,แม่พร อุ่มจาน,,655084859,,,,,,7/30/2024 21:13:09
AR00321,ประชารัฐทับกุง หมู่3,,933733526,ไม่เกิน18.00น.,,,,,7/30/2024 21:13:09
AR00322,717 โนนสะอาด,,,,,,,,7/30/2024 21:13:09
AR00323,ศรีธาตุ ประชารัฐ,,,,,,,,7/30/2024 21:13:09
AR00324,พ่อดิษ ท่าสี,,,,,,,,7/30/2024 21:13:09
AR00325,พ่อแหลม ท่าสี,,,,,,,,7/30/2024 21:13:09
AR00327,น้องก้อง ทับไฮ(1),สามแยกต้นมะขามใหญ่,614547131,,,https://goo.gl/maps/yXgXBpJxEMF4AwvC7,,,7/30/2024 21:13:09
AR00328,พี่หมี,,,,,,,,7/30/2024 21:13:09
AR00329,น้าแสง บ้านบุ่งหมากลาน (1),,924390096,ไม่เกิน 16.30น.,,https://goo.gl/maps/2hHo74eApC8qJch58,,"17.066792, 102.889403",7/30/2024 21:13:09
AR00330,แม่จัน ทับไฮ (1),,951723350,ไม่เกิน 15.00น,,https://goo.gl/maps/m33XAbQyvTyGw1359,,"17.109982, 102.778011",7/30/2024 21:13:09
AR00331,พี่จอย ทับไฮ (1),,879387728,,,,,,7/30/2024 21:13:09
AR00332,แม่สี ท่าสี (1),,886048748,ไม่เกิน 20.00น.,,https://goo.gl/maps/c6825P4xLeBKcjiC6,,"17.130661, 102.783032",7/30/2024 21:13:09
AR00333,นภาภรณ์,,,,,,,,7/30/2024 21:13:09
AR00334,แม่อ่อน ท่าคันโท (4),,801694360,ไม่เกิน 18.00น.,,,,,7/30/2024 21:13:09
AR00335,ผ.อ. คลัง,,,,,,,,7/30/2024 21:13:09
AR00336,พี่หนา,,859244557,,,https://goo.gl/maps/uAAC7AcgcbNmhybM6,,"17.142187, 102.965142",7/30/2024 21:13:09
AR00337,วัดโพธิ์ศรีสว่าง( 0856451935),,,,,,,,7/30/2024 21:13:09
AR00338,สหการบ้านดอนคง (5),,,ไม่เกิน 19.00น,,,,"17.409638, 102.803046",7/30/2024 21:13:09
